ID;Text
D2-31;Vitamin D plays a crucial role in human health, primarily regulating calcium and phosphorus absorption for bone formation and maintenance. The body produces vitamin D when skin is exposed to sunlight, but it can also be obtained through diet (fatty fish, egg yolks) and supplements. The recommended daily intake is 600-800 IU for most adults, though needs increase with age and limited sun exposure. Deficiency can lead to bone disorders like rickets in children and osteomalacia in adults, muscle weakness, and potentially increased risk of certain chronic diseases. Factors affecting vitamin D status include geographical location, season, skin pigmentation, age, and dietary habits. Regular moderate sun exposure combined with dietary sources provides sufficient vitamin D for most people."
D2-32;Synthetic biology is bringing together engineers and biologists to design and build novel biomolecular components, networks and pathways, and to use these constructs to rewire and reprogram organisms. These re-engineered organisms will change our lives over the coming years, leading to cheaper drugs, 'green' means to fuel our cars and targeted therapies for attacking 'superbugs' and diseases, such as cancer. The de novo engineering of genetic circuits, biological modules and synthetic pathways is beginning to address these crucial problems and is being used in related practical applications. The circuit-like connectivity of biological parts and their ability to collectively process logical operations was first appreciated nearly 50 years ago.
D2-33;Computational systems biology is an emerging field in biological simulation that attempts to model or simulate intra- and intercellular events using data gathered from genomic, proteomic or metabolomic experiments. The need to model complex temporal and spatiotemporal processes at many different scales has led to the emergence of numerous techniques, including systems of differential equations, Petri nets, cellular automata simulators, agent-based models and pi calculus. This review provides a brief summary and an assessment of most of these approaches. It also provides examples of how these methods are being used to facilitate drug discovery and development. Systems biology is a newly emerging, multi-disciplinary field that studies the mechanisms underlying complex biological processes by treating these processes as integrated systems. 
D2-34;The main causes of lung cancer are primarily linked to smoking and environmental exposures. Tobacco smoking is the leading cause, responsible for about 85% of cases, as the harmful chemicals in smoke damage DNA in lung cells. Secondhand smoke is also a significant risk factor. Another major cause is exposure to radon gas, a naturally occurring radioactive substance that can accumulate in buildings. Occupational exposures to substances like asbestos, arsenic, and diesel exhaust also increase the risk, particularly in certain industries. Additionally, genetic factors and family history can make some individuals more susceptible, while air pollution and poor air quality further contribute to the development of lung cancer.
D2-35;Einstein and Schrödinger exchanged significant ideas throughout their careers. Both physicists shared deep skepticism about the Copenhagen interpretation of quantum mechanics, maintaining a correspondence that revealed their mutual discomfort with quantum indeterminism. Einstein's famous quote, God does not play dice with the universe, echoed Schrödinger's own reservations. Their intellectual relationship flourished through letters and occasional meetings, where they discussed unified field theory and the philosophical implications of quantum mechanics. Schrödinger's cat thought experiment partially emerged from these discussions, attempting to illustrate what both considered absurdities in quantum theory. Though they never resolved their concerns about quantum mechanics, their dialogue represented one of the most profound scientific exchanges of the 20th century, challenging mainstream quantum interpretations while searching for deeper truths.
D2-36;Per- and polyfluoroalkyl substances (PFAS) are a large, complex group of synthetic chemicals that have been used in consumer products worldwide since the 1950s. These compounds serve as ingredients in various everyday products, with applications ranging from industrial uses to consumer goods due to their unique water and oil-repellent properties. PFAS are often referred to as forever chemicals due to their extraordinary environmental persistence They represent persistent contaminants that are particularly challenging to address through conventional wastewater treatment processes Their persistence has made them contaminants of emerging concern in industrialized countries, where they accumulate in the environment over time. Research indicates that PFAS exposure poses significant health risks: PFAS disrupt biological membranes resulting in cellular inhibition.
D2-37;Obesity and type 2 diabetes have a close relationship. The likelihood and severity of type 2 diabetes are closely related to BMI. Obese people have a higher risk of diabetes than healthy weight people, with a threefold increase in risk for overweight people. While it is well known that body fat distribution is an important primary indicator of diabetes risk, the precise mechanism of association is unknown. It is also unknown why not all obese people develop type 2 diabetes and why not all type 2 diabetics are obese. Also obesity significantly increases your chances of developing type 2 diabetes at some point in your life. When there is an excess of fat, the tissues must process more nutrients. 
D2-38;The variation in PFAS regulatory values across the globe can be easily addressed due to the influence of multiple scientific, technical, and social factors. The varied toxicology and the insufficient definition of PFAS exposure rate are among the main factors contributing to this discrepancy. The lack of proven standard approaches for examining PFAS in surface water, groundwater, wastewater, or solids adds more technical complexity. Although it is agreed that PFASs pose potential health risks in various media, the link between the extent of PFAS exposure and the significance of PFAS risk remain among the evolving research areas. There is a growing need to address the correlation between the frequency and the likelihood of human exposure to PFAS .
D2-39;Rates of type 2 diabetes have increased markedly since 1960 in parallel with obesity. As of 2015, there were approximately 392 million people diagnosed with the disease compared to around 30 million in 1985. Typically, it begins in middle or older age, although rates of type 2 diabetes are increasing in young people. Type 2 diabetes is associated with a ten-year-shorter life expectancy. Diabetes was one of the first diseases ever described, dating back to an Egyptian manuscript from c. 1500 BCE. Type 1 and type 2 diabetes were identified as separate conditions in 400–500 CE with type 1 associated with youth and type 2 with being overweight. The importance of insulin in the disease was determined in the 1920s
D2-40;An unexpected emergent property of a complex system may be a result of the interplay of the cause-and-effect among simpler, integrated parts (see biological organisation). Biological systems manifest many important examples of emergent properties in the complex interplay of components. Traditional study of biological systems requires reductive methods in which quantities of data are gathered by category, such as concentration over time in response to a certain stimulus. Computers are critical to analysis and modelling of these data. The goal is to create accurate real-time models of a system's response to environmental and internal stimuli, such as a model of a cancer cell in order to find weaknesses in its signalling pathways.
D2-41;Quarks are fundamental particles that make up protons and neutrons, the building blocks of atomic nuclei. They are part of the Standard Model of particle physics and are classified as elementary particles, meaning they have no known substructure. Quarks come in six types, or flavors: up, down, charm, strange, top, and bottom. They always exist in groups, held together by the strong nuclear force, which is mediated by particles called gluons. The most common quarks in nature are up and down, which combine to form protons and neutrons. Quarks have fractional electric charges and cannot exist independently outside of bound states due to a phenomenon called color confinement.
D2-42;In order to determine how much Vitamin D supplement to take, you first need to find out what your current Vitamin D level is. You determine the level of vitamin D by doing a blood test for 25 (OH) vitamin D. That’s 25 hydroxy vitamin D. Most experts agree that a level of 32 nanograms per milliliter (ng/ml) in the blood is optimal for bone health but no one agrees on what is optimal for immune health, heart health, cancer health and all the other important functions that vitamin D appears to have. Your skin, where vitamin D is made, has a wonderful system for making the right amount, then shutting off further production.
D2-43;Early lung cancer often has no symptoms and can only be detected by medical imaging. As the cancer progresses, most people experience nonspecific respiratory problems: coughing, shortness of breath, or chest pain. Other symptoms depend on the location and size of the tumor. Those suspected of having lung cancer typically undergo a series of imaging tests to determine the location and extent of any tumors. Definitive diagnosis of lung cancer requires a biopsy of the suspected tumor be examined by a pathologist under a microscope. . In addition to recognizing cancerous cells, a pathologist can classify the tumor according to the type of cells it originates from. 
D2-44;To further illustrate, Schrödinger described how one could, in principle, create a superposition in a large-scale system by making it dependent on a quantum particle that was in a superposition. He proposed a scenario with a cat in a closed steel chamber, wherein the cat's life or death depended on the state of a radioactive atom, whether it had decayed and emitted radiation or not. According to Schrödinger, the Copenhagen interpretation implies that the cat remains both alive and dead until the state has been observed. Schrödinger did not wish to promote the idea of dead-and-live cats as a serious possibility; on the contrary, he intended the example to illustrate the absurdity of the existing view of quantum mechanics
D2-45;Educational robotics teaches the design, analysis, application and operation of robots. Robots include articulated robots, mobile robots or autonomous vehicles. Educational robotics can be taught from elementary school to graduate programs. Robotics may also be used to motivate and facilitate the instruction other, often foundational, topics such as computer programming, artificial intelligence or engineering design. Robotics engineers design robots, maintain them, develop new applications for them, and conduct research to expand the potential of robotics. Robots have become a popular educational tool in some middle and high schools, as well as in numerous youth summer camps, raising interest in programming, artificial intelligence and robotics among students.
D2-46;Obesity is recognized as a major risk factor for type 2 diabetes, though it does not directly cause the disease. The connection between these conditions is so significant that healthcare professionals have coined the term diabesity to highlight that the majority of individuals with diabetes are obese or overweight demonstrates that the risk of developing type 2 diabetes increases linearly with rising body mass index. This explains why the worldwide increase in obesity prevalence has led to a corresponding surge in type 2 diabetes cases globally. The relationship works through several mechanisms: excess body fat, particularly visceral fat, affects insulin sensitivity and function. Some individuals with obesity can produce more insulin without overtaxing the pancreasy.
D2-47;Systems Biology is not one thing, and is quite different to different people. In my view Systems Biology is really a modern perspective on doing basic Biology research. It is not really an applied field, intending to directly be useful for industry and make products. Instead it aims to unlock the key principles of life, which can be used to do that thereafter. However, a lot of the processes of Systems Biology involves using cutting edge tools, especially computational ones, which can give you a good handle on the process of being a data scientist, handling large amount of experimentally obtained data, processing and analyzing it to make decisions about future course of actions.
D2-48;Educational robotics represents an innovative approach to learning that combines technology with hands-on experience, offering numerous benefits for students across different age groups. Educational robotics provides a strong foundation in science, technology, engineering, and mathematics (STEM). As students engage with robotics, they naturally develop capabilities in these critical disciplines, preparing them for future academic and career challenges. This approach is increasingly viewed as a strategic way to introduce and incentivize students to pursue careers in STEM fields. Beyond technical knowledge, robotics education cultivates essential life skills that benefit students regardless of their eventual career path. Students working with robotics develop problem-solving abilities, critical thinking, and resilience when facing challenges.
D2-49;According to Poe, the initial state of matter was a single Primorial Particle. Divine Volition, manifesting itself as a repulsive force, fragmented the Primordial Particle into atoms. Atoms spread evenly throughout space, until the repulsive force stops, and attraction appears as a reaction: then matter begins to clump together forming stars and star systems, while the material universe is drawn back together by gravity, finally collapsing and ending eventually returning to the Primordial Particle stage in order to begin the process of repulsion and attraction once again. This part of Eureka describes a Newtonian evolving universe which shares a number of properties with relativistic models, and for this reason Poe anticipates some themes of modern cosmology."
D2-50;The expanding Sun is expected to vaporize Mercury as well as Venus, and render Earth and Mars uninhabitable (possibly destroying Earth as well). Eventually, the core will be hot enough for helium fusion; the Sun will burn helium for a fraction of the time it burned hydrogen in the core. The Sun is not massive enough to commence the fusion of heavier elements, and nuclear reactions in the core will dwindle. Its outer layers will be ejected into space, leaving behind a dense white dwarf, half the original mass of the Sun but only the size of Earth. The ejected outer layers may form a planetary nebula, returning some of the material that formed the Sun.
D2-51;The Big Bang theory is the predominant scientific explanation for our universe's origin, describing not an explosion but rather how the universe expanded from an initial state of extreme density and temperature approximately 13.8 billion years ago. This initial state, called a singularity, contained all matter in an incredibly hot, dense point before expansion began. Proposed by physicist Georges Lemaître in 1927, the theory is supported by multiple lines of evidence, including the cosmic microwave background radiation (essentially the Big Bang's ""afterglow"") and the abundance of light elements in the universe. Later refinements include cosmic inflation theory, suggesting that the early universe briefly expanded faster than light speed.
D2-52;Mainstream physicists treat “quarks” and “gluons” as real particles. However, the observational evidence disagrees with that conclusion. Whereas electron and protons exist for billions of years, “quarks” are only observed for less than billionths of a second. Gluons are not observed at all, but are only theorized. When “quarks” are “observed,” it is during a collision among protons and/or neutrons in an accelerator. After the collision, the “quarks” completely disappear and are never observed again. There has never been an observation of a “sea of quarks” among from which could be used to construct new protons or neutrons. “Quarks” are nothing more than debris from a collision; much like glass shards are debris from a glass striking a brick wall.
D2-53;Lavoisier's Law, formally known as the Law of Conservation of Mass, is one of the fundamental principles in chemistry established by French chemist Antoine Lavoisier in the late 18th century . The law states that In a closed system, matter is neither created nor destroyed during chemical reactions or physical transformations . In simpler terms, the total mass of substances present before a chemical reaction equals the total mass after the reaction, even though the substances may change form. Lavoisier demonstrated this principle through meticulous experiments where he carefully measured the mass of reactants and products. Antoine Lavoisier (1743-1794), often called the father of modern chemistry, formulated this principle around 1774."
D2-54;Using the Schwinger-Dyson equations the behavior of quark and gluon propagators is studied in the Landau gauge for momenta from the deep Euclidean to the confinement regime. We find that while at short distances quarks and gluons propagate like free particles, over longer distances, of the order of a fermi, the gluon propagator is greatly enhanced as are the triple-gluon and quark-gluon couplings. These in turn suppress the propagation of massless quarks over long distances to such an extent that they have no physical particle pole, exactly as expected of a confining theory. We study the way the world changes as the number of massless flavors of quark is increased from zero. 
D2-55;In physics and chemistry, the law of conservation of mass or principle of mass conservation states that for any system closed to all transfers of matter the mass of the system must remain constant over time. The law implies that mass can neither be created nor destroyed, although it may be rearranged in space, or the entities associated with it may be changed in form. For example, in chemical reactions, the mass of the chemical components before the reaction is equal to the mass of the components after the reaction. Thus, during any chemical reaction and low-energy thermodynamic processes in an isolated system, the total mass of the reactants, or starting materials, must be equal to the mass of the products.
D2-56;Metabolic engineering is a specialized field that focuses on optimizing metabolic pathways in organisms to enhance the production of desired products, such as biofuels, pharmaceuticals, and industrial chemicals. Applications include the development of microbes or cells capable of efficiently producing high-value compounds, improving the yield and sustainability of chemical manufacturing, and enhancing the production of bio-based materials. It also plays a key role in environmental biotechnology, such as detoxifying pollutants or remediating soil and water. Additionally, metabolic engineering is used to improve agricultural crops by enhancing their nutrient content, stress tolerance, or resistance to pests. By tailoring metabolic pathways, it enables the creation of novel therapeutic agents, advanced biofuels, and sustainable industrial processes.
D2-57;In modern terms Schrodinger's hypothetical cat experiment describes the measurement problem: quantum theory describes the cat system as a combination of two possible outcomes but only one outcome is ever observed.  The experiment poses the question, when does a quantum system stop existing as a superposition of states and become one or the other? (More technically, when does the actual quantum state stop being a non-trivial linear combination of states, each of which resembles different classical states, and instead begin to have a unique classical description?) Standard microscopic quantum mechanics describes multiple possible outcomes of experiments but only one outcome is observed. The thought experiment illustrates this apparent paradox.
